tweet_id,source,text,rating_out_of_10,name,retweet_count,favorite_count,jpg_url,dog_breed_prediction,dog_stage,post_date,post_time
842163532590374912,Twitter for IPhone,Meet George. He looks slightly deflated but overall quite powerful. Not sure how that human restrained him. 12/10 would snug with permission https://t.co/o6E0hB3xZl,12.0,George,5250,22689,https://pbs.twimg.com/media/C6_3QgMWsAMNnAk.jpg,french bulldog,dog,2017-03-16,00:00:07
842115215311396866,Twitter for IPhone,This is Bentley. It's his first time going to the beach. I think he's a fan. 12/10 would build sand castles with https://t.co/iDK4OyQJoy,12.0,Bentley,2756,13010,https://pbs.twimg.com/media/C6_LTCZWoAAKm_O.jpg,chow,dog,2017-03-15,20:48:07
841680585030541313,Twitter for IPhone,"This is Penny. She's a dragon slayer. Feared by most, if not all, dragons. Showing off her latest victim here. 12/10 would pet with caution https://t.co/qUOijSlPnj",12.0,Penny,7143,24003,https://pbs.twimg.com/media/C65AA7_WoAEGqA9.jpg,chihuahua,dog,2017-03-14,16:01:03
841439858740625411,Twitter for IPhone,Here we have some incredible doggos for #K9VeteransDay. All brave as h*ck. Salute your dog in solidarity. 14/10 for all https://t.co/SVNMdFqKDL,14.0,None,3307,11704,https://pbs.twimg.com/media/C61lFFiWoAAJdiL.jpg,labrador retriever,dog,2017-03-14,00:04:30
841314665196081154,Twitter Web Client,This is Max. There's no way in h*ck you're taking his pacifier. Binky promises it's not happening. 13/10 very good stubborn boy https://t.co/9lVAqDEvZ5,13.0,Max,4226,14718,https://pbs.twimg.com/ext_tw_video_thumb/841311812641533952/pu/img/sBUGt8u76n9azPWI.jpg,afghan hound,dog,2017-03-13,15:47:01
841077006473256960,Twitter for IPhone,This is Dawn. She's just checking pup on you. Making sure you're doing okay. 12/10 she's here if you need her https://t.co/XKJrmO4fAQ,12.0,Dawn,4880,21302,https://pbs.twimg.com/media/C6wbE5bXUAAh1Hv.jpg,brittany spaniel,dog,2017-03-13,00:02:39
840696689258311684,Twitter for IPhone,I didn't even have to intervene. Took him 4 minutes to realize his error. 10/10 for Kevin https://t.co/2gclc1MNr7,10.0,None,889,11461,https://pbs.twimg.com/media/C6rBLenU0AAr8MN.jpg,none found,dog,2017-03-11,22:51:24
840632337062862849,Twitter for IPhone,"Say hello to Maddie and Gunner. They are considerably pupset about bath time. Both 12/10 but Gunner needs your help

https://t.co/JesYTzb1Jo https://t.co/5cncH08G1o",12.0,Maddie,1619,8415,https://pbs.twimg.com/media/C6qGphPV4AEKrdc.jpg,golden retriever,dog,2017-03-11,18:35:42
840370681858686976,Twitter for IPhone,You have been visited by the magical sugar jar puggo. He has granted you three boops. 13/10 would use immediately https://t.co/76iL7JUQdG,13.0,None,4171,15315,https://pbs.twimg.com/media/C6mYrK0UwAANhep.jpg,none found,dog,2017-03-11,01:15:58
840268004936019968,Twitter for IPhone,This is Monty. He makes instantly regrettable decisions. Couldn't help himself. It looked like a ghost lollipop. 12/10 mistake happen https://t.co/8Wsr6b4RjE,12.0,Monty,5205,17862,https://pbs.twimg.com/media/C6k7SaEXUAg83_J.jpg,chesapeake bay retriever,dog,2017-03-10,18:27:58
839990271299457024,Twitter for IPhone,Meet Sojourner. His nose is a Fibonacci Spiral. Legendary af. 13/10 we must protect him at all costs https://t.co/r7W1NbkOtr,13.0,Sojourner,2063,12515,https://pbs.twimg.com/media/C6g-sX-VsAAHfJ9.jpg,staffordshire bullterrier,dog,2017-03-10,00:04:21
839549326359670784,Twitter for IPhone,"Meet Winston. He knows he's a little too big for the swing, but he doesn't care. Kindly requests a push. 12/10 would happily oblige https://t.co/GuxEXTdnMu",12.0,Winston,7057,25526,https://pbs.twimg.com/media/C6atpTLWYAIL7bU.jpg,norwich terrier,dog,2017-03-08,18:52:12
839239871831150596,Twitter for IPhone,This is Odie. He's big. 13/10 would attempt to ride https://t.co/JEXB9RwBmm,13.0,Odie,5923,25189,https://pbs.twimg.com/media/C6WUNadWYAAPxHv.jpg,leonberg,dog,2017-03-07,22:22:32
838921590096166913,Twitter for IPhone,This is Arlo. He's officially the king of snowy tongue slips. 13/10 would comfort during inevitable brain freeze https://t.co/oXVu9pNZZv,13.0,Arlo,1853,10407,https://pbs.twimg.com/media/C6Ryuf7UoAAFX4a.jpg,border terrier,dog,2017-03-07,01:17:48
838561493054533637,Twitter for IPhone,This is Walter. His owner has been watching all the Iditarod coverage and is convinced Walter can be a sled dog. 13/10 Walter isn't so sure https://t.co/0av1PEehFI,13.0,Walter,1230,10233,https://pbs.twimg.com/media/C6MrOsEXQAENOds.jpg,kelpie,dog,2017-03-06,01:26:54
838476387338051585,Twitter for IPhone,This is Stanley. Somehow he heard you tell him he's a good boy from all the way up there. 13/10 I love you Stanley https://t.co/51FXNuouHI,13.0,Stanley,4334,20938,https://pbs.twimg.com/media/C6Ld0wYWgAQQqMC.jpg,great pyrenees,dog,2017-03-05,19:48:43
838083903487373313,Twitter for IPhone,This is Daisy. She's puppears to be rare as all h*ck. Only seven like her currently domesticated. 13/10 pettable af https://t.co/meUc8jufAO,13.0,Daisy,2834,16436,https://pbs.twimg.com/media/C6F42cGUYAAIKsX.jpg,chow,dog,2017-03-04,17:49:08
837820167694528512,Twitter for IPhone,"Here's a pupper before and after being asked ""who's a good girl?"" Unsure as h*ck. 12/10 hint hint it's you https://t.co/ORiK6jlgdH",12.0,None,7138,31789,https://pbs.twimg.com/media/C6CI_jbVAAA3-a1.jpg,golden retriever,pupper,2017-03-04,00:21:08
837482249356513284,Twitter for IPhone,This is Waffles. He's a ship captain in real life and in @GoodDogsGame. Must've gotten to the max level (wink) 13/10 would sail with https://t.co/Z3LAaV2pKz,13.0,Waffles,405,3600,https://pbs.twimg.com/media/C59VqMUXEAAzldG.jpg,none found,dog,2017-03-03,01:58:22
837471256429613056,Twitter for IPhone,This is Vincent. He's suave as h*ck. Will be your copilot this evening. Claims he doesn't need to look at the directions. 12/10 https://t.co/u51tzXSVi3,12.0,Vincent,2058,11967,https://pbs.twimg.com/media/C59LpELWUAEUmYh.jpg,norwegian elkhound,dog,2017-03-03,01:14:41
837110210464448512,Twitter for IPhone,This is Clark. He passed pupper training today. Round of appaws for Clark. 13/10 https://t.co/7pUjwe8X6B,13.0,Clark,2175,15054,https://pbs.twimg.com/media/C54DS1kXQAEU5pS.jpg,siberian husky,pupper,2017-03-02,01:20:01
836989968035819520,Twitter for IPhone,This is Mookie. He really enjoys shopping but not from such high altitudes. Doin him quite the concern. 12/10 someone lower him https://t.co/beWUzGVKRM,12.0,Mookie,2108,11928,https://pbs.twimg.com/media/C52V7PzWcAA_pVv.jpg,toy poodle,dog,2017-03-01,17:22:13
836753516572119041,Twitter for IPhone,This is Meera. She just heard about taxes and how much a doghouse in a nice area costs. Not pupared to be a  doggo anymore. 12/10 https://t.co/GZmNEdyoJY,12.0,Meera,4256,18095,https://pbs.twimg.com/media/C5y-4VwWcAIcaoj.jpg,schipperke,doggo,2017-03-01,01:42:39
836677758902222849,Twitter for IPhone,Say hello to Oliver. He's pretty exotic. Fairly pupset as well. Too many midterms coming pup. 11/10 would pet with extreme caution https://t.co/fGAPAsxjKs,11.0,Oliver,2020,11829,https://pbs.twimg.com/media/C5x57-TWUAEawQh.jpg,none found,dog,2017-02-28,20:41:37
836380477523124226,Twitter for IPhone,"This is Ava. She just blasted off. Streamline af. Aerodynamic as h*ck. One small step for pupper, one giant leap for pupkind. 12/10 https://t.co/W4KffrdX3Q",12.0,Ava,2745,13884,https://pbs.twimg.com/media/C5trm6iWgAQ22Hw.jpg,none found,pupper,2017-02-28,01:00:19
836260088725786625,Twitter for IPhone,This is Lucy. She spent all morning overseeing the shoveling of the driveway. H*ckin hard work. 13/10 very good girl Lucy https://t.co/gA2GECjiQD,13.0,Lucy,3975,19921,https://pbs.twimg.com/media/C5r-G2IUwAA6KBY.jpg,borzoi,dog,2017-02-27,17:01:56
836001077879255040,Twitter for IPhone,Atlas is back and this time he's prettier than the sunset. Seems to be aware of it too. 13/10 would give modeling contract https://t.co/uRdKlFArQE,13.0,None,3880,17863,https://pbs.twimg.com/media/C5oSiskU0AE8sJ_.jpg,samoyed,dog,2017-02-26,23:52:43
835574547218894849,Twitter for IPhone,This is Eli. He works backstage at Bone Jovi concerts. Heavy duty earmuffs for puptection. H*ckin safe boy. 11/10 https://t.co/cVQEnUQd8q,11.0,Eli,3293,16620,https://pbs.twimg.com/media/C5iOnigWcAAU3Ry.jpg,staffordshire bullterrier,dog,2017-02-25,19:37:50
835297930240217089,Twitter for IPhone,Meet Ash. He's a Benebop Cumberplop. Quite rare. Fairly portable. Lil sandy tho. Clearly knows something you don't. 12/10 would hug softly https://t.co/1U0z6r5LSO,12.0,Ash,2734,15407,https://pbs.twimg.com/media/C5eTCOVUsAAWhvc.jpg,rottweiler,dog,2017-02-25,01:18:40
835264098648616962,Twitter for IPhone,"Meet Lola. Her hobbies include being precious af and using her foot as a toothbrush. 12/10 Lola requests your help

https://t.co/FYFyHh7rir https://t.co/IiB7ggduoU",12.0,Lola,1540,7219,https://pbs.twimg.com/media/C5d0QtvXMAI_7uz.jpg,chesapeake bay retriever,dog,2017-02-24,23:04:14
835172783151792128,Twitter for IPhone,We only rate dogs. Please don't send in any non-canines like this Floppy Tongued House Panda. Thank you... 12/10 would still pet https://t.co/8fX2VkExnL,12.0,None,5285,24525,https://pbs.twimg.com/media/C5chM_jWAAQmov9.jpg,border collie,dog,2017-02-24,17:01:22
835152434251116546,Twitter for IPhone,When you're so blinded by your systematic plagiarism that you forget what day it is. 0/10 https://t.co/YbEJPkg4Ag,0.0,None,2755,20908,https://pbs.twimg.com/media/C5cOtWVWMAEjO5p.jpg,american staffordshire terrier,dog,2017-02-24,15:40:31
834931633769889797,Twitter for IPhone,This is Tucker. He decided it was time to part ways with his favorite ball. We captured the emotional farewell on camera. 12/10 https://t.co/jTe7Y6P0HK,12.0,Tucker,1488,10082,https://pbs.twimg.com/media/C5ZF4p-XEAEmApg.jpg,soft-coated wheaten terrier,dog,2017-02-24,01:03:08
834786237630337024,Twitter for IPhone,This is Tobi. She is properly fetching her shot. H*ckin nifty af bandana. 13/10 would send fully armed battalion to remind her of my love https://t.co/3FIqvumEXE,13.0,Tobi,5104,20186,https://pbs.twimg.com/media/C5XBp19WYAA5a_v.jpg,border terrier,dog,2017-02-23,15:25:23
834574053763584002,Twitter for IPhone,Here's a doggo fully pupared for a shower. H*ckin exquisite balance. Sneaky tongue slip too. 13/10 https://t.co/UtEVnQ1ZPg,13.0,None,2307,12790,https://pbs.twimg.com/media/C5UAqgyXAAAbMWH.jpg,golden retriever,doggo,2017-02-23,01:22:14
834458053273591808,Twitter for IPhone,"Meet Chester (bottom) &amp; Harold (top). They are different dogs not only in appearance, but in personality as well. Both 12/10 symbiotic af https://t.co/8ZOZS2FSJe",12.0,Chester,1544,9021,https://pbs.twimg.com/media/C5SXK89XUAQg7GX.jpg,rhodesian ridgeback,dog,2017-02-22,17:41:18
834209720923721728,Twitter for IPhone,This is Wilson. He's aware that he has something on his face. Waiting for you to get it for him. 12/10 https://t.co/FaeinVjzTZ,12.0,Wilson,4318,19206,https://pbs.twimg.com/media/C5O1UAaWIAAMBMd.jpg,golden retriever,dog,2017-02-22,01:14:30
834167344700198914,Twitter for IPhone,This is Sunshine. She doesn't believe in personal space. Eyes pretty far apart for a dog. Has horns (whoa). 11/10 would pet with wonder https://t.co/o3bhLguymB,11.0,Sunshine,3358,14808,https://pbs.twimg.com/media/C5OOxY6WAAAxERz.jpg,none found,dog,2017-02-21,22:26:07
834086379323871233,Twitter for IPhone,This is Lipton. He's a West Romanian Snuggle Pup. Only a few left of his kind. 12/10 would boop https://t.co/5KmXPIGgAG,12.0,Lipton,2037,12219,https://pbs.twimg.com/media/C5NFIsjWQAEI93t.jpg,labrador retriever,dog,2017-02-21,17:04:24
833863086058651648,Twitter for IPhone,This is Bentley. Hairbrushes are his favorite thing in the h*ckin world. 12/10 impawsible to say no to https://t.co/HDloTYilWZ,12.0,Bentley,2205,12596,https://pbs.twimg.com/media/C5J6DIpWQAEosSz.jpg,kuvasz,dog,2017-02-21,02:17:06
833826103416520705,Twitter for IPhone,Meet Charlie. She asked u to change the channel to Animal Planet at least 6 times. Now taking matters into her own paws. 13/10 assertive af https://t.co/WTzhtfevKY,13.0,Charlie,3483,17051,https://pbs.twimg.com/media/C5JYaYoVYAAcEQw.jpg,chihuahua,dog,2017-02-20,23:50:09
833722901757046785,Twitter for IPhone,This is Bronte. She's fairly h*ckin aerodynamic. Also patiently waiting for mom to make her a main character. 13/10 would be an honor to pet https://t.co/w1MQWO2PET,13.0,Bronte,2993,19645,https://pbs.twimg.com/media/C5H6jmgW8AAevqq.jpg,west highland white terrier,dog,2017-02-20,17:00:04
833479644947025920,Twitter for IPhone,This is Poppy. She just arrived. 13/10 would snug passionately https://t.co/YGeSpyN8Gu,13.0,Poppy,1886,13977,https://pbs.twimg.com/media/C5EdT4jWEAARv2C.jpg,golden retriever,dog,2017-02-20,00:53:27
833124694597443584,Twitter for IPhone,This is Gidget. She's a spy pupper. Stealthy as h*ck. Must've slipped pup and got caught. 12/10 would forgive then pet https://t.co/zD97KYFaFa,12.0,Gidget,4435,18962,https://pbs.twimg.com/media/C4_ad1IUoAEspsk.jpg,cardigan,pupper,2017-02-19,01:23:00
832998151111966721,Twitter for IPhone,"This is Rhino. He arrived at a shelter with an elaborate doggo manual for his new family, written by someone who will always love him. 13/10 https://t.co/QX1h0oqMz0",13.0,Rhino,2008,12404,https://pbs.twimg.com/media/C49nZavUYAEJjGw.jpg,boxer,doggo,2017-02-18,17:00:10
832757312314028032,Twitter for IPhone,This is Willow. She's the official strawberry taste tester. Palate delicate af. Currently noting the subtle piquancy of this one. 13/10 https://t.co/On7muWnWSQ,13.0,Willow,3314,15823,https://pbs.twimg.com/media/C46MWnFVYAUg1RK.jpg,cardigan,dog,2017-02-18,01:03:09
832636094638288896,Twitter for IPhone,This is Orion. He just got back from the dentist. Cavity free af. 12/10 would give extra pats https://t.co/Y4DZx2UWsr,12.0,Orion,2555,14863,https://pbs.twimg.com/media/C44eG7oUMAAA4Ss.jpg,eskimo dog,dog,2017-02-17,17:01:29
832397543355072512,Twitter for IPhone,This is Eevee. She wants to see how you're doing. Just checkin pup on you. She hopes you're doing okay. 12/10 extremely good girl https://t.co/nqAJGCHKEt,12.0,Eevee,2035,11218,https://pbs.twimg.com/media/C41FIiAW8AA7lMr.jpg,pekinese,dog,2017-02-17,01:13:34
832369877331693569,Twitter for IPhone,This is Charlie. He fell asleep on a heating vent. Would puppreciate your assistance. 11/10 someone help Charlie https://t.co/Dhdx5HnQ4d,11.0,Charlie,2914,16048,https://pbs.twimg.com/media/C40r_GDWAAA5vNJ.jpg,kelpie,dog,2017-02-16,23:23:38
832273440279240704,Twitter for IPhone,Say hello to Smiley. He's a blind therapy doggo having a h*ckin blast high steppin around in the snow. 14/10 would follow anywhere https://t.co/SHAb1wHjMz,14.0,Smiley,2140,10634,https://pbs.twimg.com/ext_tw_video_thumb/832273373149413377/pu/img/qOqxM0b48fEarmq6.jpg,pembroke,doggo,2017-02-16,17:00:25
832032802820481025,Twitter for IPhone,"This is Miguel. He was the only remaining doggo at the adoption center after the weekend. Let's change that. 12/10

https://t.co/P0bO8mCQwN https://t.co/SU4K34NT4M",12.0,Miguel,4296,16739,https://pbs.twimg.com/media/C4v5a4UWcAIRygc.jpg,whippet,doggo,2017-02-16,01:04:13
831939777352105988,Twitter for IPhone,This is Emanuel. He's a h*ckin rare doggo. Dwells in a semi-urban environment. Round features make him extra collectible. 12/10 would so pet https://t.co/k9bzgyVdUT,12.0,Emanuel,5648,22447,https://pbs.twimg.com/media/C4uk0EWWQAAaZm1.jpg,pomeranian,doggo,2017-02-15,18:54:34
831911600680497154,Twitter for IPhone,Meet Kuyu. He was trapped in a well for 10 days. Rescued yesterday using a device designed by a local robotics team. 14/10 for all involved https://t.co/l38R6IZNNg,14.0,Kuyu,5958,25789,https://pbs.twimg.com/media/C4uLLGuUoAAkIHm.jpg,bloodhound,dog,2017-02-15,17:02:36
831670449226514432,Twitter for IPhone,This is Daisy. She has a heart on her butt. 13/10 topical af https://t.co/u6p4LxzHKg,13.0,Daisy,1686,9773,https://pbs.twimg.com/media/C4qv3JUW8AADirb.jpg,pembroke,dog,2017-02-15,01:04:21
831650051525054464,Twitter for IPhone,"I usually only share these on Friday's, but this is Blue. He's a very smoochable pooch who needs your help. 13/10

https://t.co/piiX0ke8Z6 https://t.co/1UHrKcaCiO",13.0,None,1783,6666,https://pbs.twimg.com/media/C4qdThOWAAI3WX3.jpg,eskimo dog,dog,2017-02-14,23:43:18
831552930092285952,Twitter for IPhone,This is Dutch. He dressed up as his favorite emoji for Valentine's Day. I've got heart eyes for his heart eyes. 13/10 https://t.co/BCbmFYLrse,13.0,Dutch,2157,8442,https://pbs.twimg.com/media/C4pE-I0WQAABveu.jpg,chihuahua,dog,2017-02-14,17:17:22
831322785565769729,Twitter for IPhone,This is Pete. He has no eyes. Needs a guide doggo. Also appears to be considerably fluffy af. 12/10 would hug softly https://t.co/Xc0gyovCtK,12.0,Pete,1440,8736,https://pbs.twimg.com/media/C4lzqQ4UEAApzU0.jpg,old english sheepdog,doggo,2017-02-14,02:02:51
831315979191906304,Twitter Web Client,I couldn't make it to the #WKCDogShow BUT I have people there on the ground relaying me the finest pupper pics possible. 13/10 for all https://t.co/jd6lYhfdH4,13.0,None,1036,6162,https://pbs.twimg.com/media/C4lst0bXAAE6MP8.jpg,briard,pupper,2017-02-14,01:35:49
831309418084069378,Twitter for IPhone,This is Scooter and his son Montoya.  Scooter is a wonderful father. He takes very good care of Montoya. Both 12/10 would pet at same time https://t.co/ghqMfxxa4V,12.0,Scooter,2258,11064,https://pbs.twimg.com/media/C4lngK5VUAEVrNO.jpg,doberman,dog,2017-02-14,01:09:44
831262627380748289,Twitter for IPhone,This is Tucker. He's feeling h*ckin festive and his owners don't have the heart to tell him Christmas is over. 12/10 https://t.co/zqR5XKMpuY,12.0,Tucker,1885,11130,https://pbs.twimg.com/media/C4k88lGVMAEKNzb.jpg,cocker spaniel,dog,2017-02-13,22:03:49
830956169170665475,Twitter for IPhone,Say hello to Reggie. He hates puns. 12/10 lighten pup Reggie https://t.co/X4vNEzAod5,12.0,Reggie,1373,7498,https://pbs.twimg.com/ext_tw_video_thumb/830956118893543424/pu/img/t2G0raF7pDPRMAH5.jpg,kuvasz,dog,2017-02-13,01:46:03
830583320585068544,Twitter for IPhone,This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,13.0,Lilly,15377,62270,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,labrador retriever,dog,2017-02-12,01:04:29
830097400375152640,Twitter for IPhone,"Meet Samson. He's absolute fluffy perfection. Easily 13/10, but he needs your help. Click the link to find out more

https://t.co/z82hCtwhpn https://t.co/KoWrMkbMbW",13.0,Samson,2688,9138,https://pbs.twimg.com/media/C4UZLZLWYAA0dcs.jpg,toy poodle,dog,2017-02-10,16:53:37
829861396166877184,Twitter for IPhone,This is Mia. She already knows she's a good dog. You don't have to tell her. 12/10 would probably tell her anyway https://t.co/xeudgDXmTU,12.0,Mia,1790,11496,https://pbs.twimg.com/media/C4RCiIHWYAAwgJM.jpg,border terrier,dog,2017-02-10,01:15:49
829501995190984704,Twitter for IPhone,This is Leo. He was a skater pup. She said see ya later pup. He wasn't good enough for her. 12/10 you're good enough for me Leo https://t.co/Xw9JbJHTul,12.0,Leo,9745,29823,https://pbs.twimg.com/media/C4L7p19W8AA3Fs_.jpg,french bulldog,dog,2017-02-09,01:27:41
829449946868879360,Twitter for IPhone,Here's a stressed doggo. Had a long day. Many things on her mind. The hat communicates these feelings exquisitely. 11/10 https://t.co/fmRS43mWQB,11.0,None,1856,9851,https://pbs.twimg.com/media/C4LMUf8WYAkWz4I.jpg,labrador retriever,doggo,2017-02-08,22:00:52
829141528400556032,Twitter for IPhone,This is Malcolm. He goes from sneaky tongue slip to flirt wink city in a matter of seconds. 12/10 would hug softly https://t.co/rHwfySggqR,12.0,Malcolm,6749,22865,https://pbs.twimg.com/media/C4GzztSWAAA_qi4.jpg,golden retriever,dog,2017-02-08,01:35:19
829011960981237760,Twitter for IPhone,This is Dexter. He was reunited with his mom yesterday after she was stuck in Iran during the travel Bannon. 13/10 welcome home https://t.co/U50RlRw4is,13.0,Dexter,15061,50162,https://pbs.twimg.com/media/C4E99ygWcAAQpPs.jpg,boxer,dog,2017-02-07,17:00:28
828770345708580865,Twitter for IPhone,This is Alfie. He's your Lyft for tonight. Kindly requests you buckle pup and remain reasonably calm during the ride. 13/10 he must focus https://t.co/AqPTHYUBFz,13.0,Alfie,5383,24021,https://pbs.twimg.com/media/C4BiOXOXAAAf6IS.jpg,chesapeake bay retriever,dog,2017-02-07,01:00:22
828708714936930305,Twitter for IPhone,This is Fiona. She's an exotic dog. Seems rather impatient. Jaw extension on another level tho. Looks slippery. 10/10 would still pet https://t.co/vst2SEVJO3,10.0,Fiona,10296,34159,https://pbs.twimg.com/media/C4AqLSgVYAEg8nt.jpg,mexican hairless,dog,2017-02-06,20:55:28
828650029636317184,Twitter for IPhone,"Occasionally, we're sent fantastic stories. This is one of them. 14/10 for Grace https://t.co/bZ4axuH6OK",14.0,None,1233,8931,https://pbs.twimg.com/media/C3_0yhCWEAETXj2.jpg,golden retriever,dog,2017-02-06,17:02:17
828409743546925057,Twitter for IPhone,This is Mutt Ryan. He's quite confident at the moment. 12/10 rise pup! https://t.co/ZH5CvRlCxt,12.0,Mutt,1078,6032,https://pbs.twimg.com/media/C38aQYgXAAMY2Wh.jpg,toy poodle,dog,2017-02-06,01:07:28
828408677031882754,Twitter for IPhone,This is Bear. He went outside to play in the snow. Needed a break from the game. Feeling a tad better now. 12/10  deep breaths Bear https://t.co/7WFLKli2T3,12.0,Bear,1182,7234,https://pbs.twimg.com/media/C38ZSzlWIAEpQzs.jpg,weimaraner,dog,2017-02-06,01:03:14
828381636999917570,Twitter for IPhone,Meet Doobert. He's a deaf doggo. Didn't stop him on the field tho. Absolute legend today. 14/10 would pat head approvingly https://t.co/iCk7zstRA9,14.0,Doobert,2055,11839,https://pbs.twimg.com/media/C38Asz1WEAAvzj3.jpg,bedlington terrier,doggo,2017-02-05,23:15:47
828376505180889089,Twitter for IPhone,"This is Beebop. Her name means ""Good Dog"" in robot. She also was a star on the field today. 13/10 would pet well https://t.co/HKBVZqXFNR",13.0,Beebop,991,6972,https://pbs.twimg.com/media/C378BwxWMAA6CNK.jpg,american staffordshire terrier,dog,2017-02-05,22:55:23
828372645993398273,Twitter for IPhone,This is Alexander Hamilpup. He was one of the many stars in this year's Puppy Bowl. He just hopes both teams had fun. 12/10 https://t.co/JcTuUcyYNS,12.0,Alexander,2721,11842,https://pbs.twimg.com/media/C374hb0WQAAIbQ-.jpg,malamute,dog,2017-02-05,22:40:03
828046555563323392,Twitter for IPhone,This is Sailer. He waits on the roof for his owners to come home. Nobody knows how he gets up there. H*ckin loyal af. 13/10 https://t.co/O37z4jaMG9,13.0,Sailer,2648,11027,https://pbs.twimg.com/media/C33P8PrUcAMiQQs.jpg,none found,dog,2017-02-05,01:04:17
828011680017821696,Twitter for IPhone,Say hello to Brutus and Jersey. They think they're the same size. Best furiends furever. Both 11/10 would pet simultaneously https://t.co/rkhCFfDtxB,11.0,Brutus,1981,9751,https://pbs.twimg.com/media/C32wOLcWYAAjNqS.jpg,american staffordshire terrier,dog,2017-02-04,22:45:42
827933404142436356,Twitter for IPhone,This is Kona. Yesterday she stopped by the department to see what it takes to be a police pupper. 12/10 vest was only a smidge too big https://t.co/j8D3PQJvpJ,12.0,Kona,4813,18799,https://pbs.twimg.com/media/C31pCN4UcAAOLNH.jpg,german shepherd,pupper,2017-02-04,17:34:40
827653905312006145,Twitter for IPhone,This is Boots. She doesn't know what to do with treats so she just holds them. Very good girl. 12/10 would give more treats https://t.co/eAA8lratd3,12.0,Boots,2787,14554,https://pbs.twimg.com/media/C3xq1ZeWEAEuzw3.jpg,collie,dog,2017-02-03,23:04:02
827600520311402496,Twitter for IPhone,Meet Tucker. It's his birthday. He's pupset with you because you're too busy playing @GoodDogsGame to celebrate. 13/10 would put down phone https://t.co/vrppizPGdb,13.0,Tucker,863,7049,https://pbs.twimg.com/media/C3w6RYbWQAAEQ25.jpg,pembroke,dog,2017-02-03,19:31:54
827324948884643840,Twitter for IPhone,"This is Ralphie. He's being treated for an overactive funny bone, which is no joke. 12/10 would try to pet with a straight face https://t.co/UU3KqQF5n5",12.0,Ralphie,2799,14914,https://pbs.twimg.com/media/C3s_pYrXAAA1eqZ.jpg,golden retriever,dog,2017-02-03,01:16:53
827199976799354881,Twitter for IPhone,This is Charlie. He wins every game of chess he plays. Won't let opponent pet him until they forfeit. 13/10 you win again Charlie https://t.co/UkyQibIBzZ,13.0,Charlie,2056,9972,https://pbs.twimg.com/media/C3rN-lcWEAA9CmR.jpg,great dane,dog,2017-02-02,17:00:17
826958653328592898,Twitter for IPhone,This is Loki. He smiles like Elvis. Ain't nothin but a hound doggo. 12/10 https://t.co/QV5nx6otZR,12.0,Loki,4590,20261,https://pbs.twimg.com/media/C3nygbBWQAAjwcW.jpg,golden retriever,doggo,2017-02-02,01:01:21
826848821049180160,Twitter for IPhone,This is Cupid. He was found in the trash. Now he's well on his way to prosthetic front legs and a long happy doggo life. 13/10 heroic af https://t.co/WS0Gha8vRh,13.0,Cupid,9310,33970,https://pbs.twimg.com/media/C3mOnZ_XUAAjr2V.jpg,great pyrenees,doggo,2017-02-01,17:44:55
826598365270007810,Twitter for IPhone,This is Pawnd... James Pawnd. He's suave af. 13/10 would trust with my life https://t.co/YprN62Z74I,13.0,Pawnd,2173,9425,https://pbs.twimg.com/media/C3iq0EEXUAAdBYC.jpg,french bulldog,dog,2017-02-01,01:09:42
826476773533745153,Twitter for IPhone,This is Pilot. He has mastered the synchronized head tilt and sneaky tongue slip. Usually not unlocked until later doggo days. 12/10 https://t.co/YIV8sw8xkh,12.0,Pilot,3886,17332,https://pbs.twimg.com/media/C3g8M0lWIAEcFgn.jpg,german shepherd,doggo,2017-01-31,17:06:32
826240494070030336,Twitter for IPhone,We only rate dogs. Please don't send in any more non-dogs like this Wild Albanian Street Moose. Thank you... 11/10 https://t.co/srXL2s868C,11.0,None,2411,12503,https://pbs.twimg.com/media/C3dlVMbXAAUd-Gh.jpg,french bulldog,dog,2017-01-31,01:27:39
826204788643753985,Twitter for IPhone,"Here's a little more info on Dew, your favorite roaming doggo that went h*ckin viral. 13/10 
https://t.co/1httNYrCeW https://t.co/KvaM8j3jhX",13.0,None,855,4586,https://pbs.twimg.com/media/C3dEza1WcAAhlNU.jpg,labrador retriever,doggo,2017-01-30,23:05:46
826115272272650244,Twitter for IPhone,This is Ike. He's demonstrating the pupmost restraint. 13/10 super good boy https://t.co/6gHoGah9nm,13.0,Ike,2858,14707,https://pbs.twimg.com/media/C3bzVILWcAUjS5i.jpg,golden retriever,dog,2017-01-30,17:10:04
825876512159186944,Twitter for IPhone,This is Mo. No one will push him around in the grocery cart. He's quite pupset about it. 11/10 I volunteer https://t.co/feNwTq12S5,11.0,Mo,1735,9905,https://pbs.twimg.com/media/C3YaSnQWAAILgz0.jpg,none found,dog,2017-01-30,01:21:19
825829644528148480,Twitter for IPhone,This is Toby. He just found out you only pretend to throw the ball sometimes. H*ckin puppalled. 12/10 would console https://t.co/YimNdkZrhM,12.0,Toby,2324,11990,https://pbs.twimg.com/media/C3XvqILXUAU2nnT.jpg,great pyrenees,dog,2017-01-29,22:15:05
